state,q_sell,q_hold,q_buy,best_action,q_margin,trend,volume,volatility,recent_return,sec_ai,lots
trend=low|volume=low|volatility=low|recent_return=high|sec_ai=medium|lots=0,0.062111190483752195,0.062152971720843976,0.06209632662603334,HOLD,4.178123709178139e-05,low,low,low,high,medium,0
trend=low|volume=high|volatility=low|recent_return=high|sec_ai=high|lots=4,0.07644507203826784,0.07162576162674696,0.07362132784167985,SELL,0.002823744196587985,low,high,low,high,high,4
trend=low|volume=high|volatility=medium|recent_return=low|sec_ai=high|lots=2,0.0783477391471897,0.07823574191890567,0.0837774555256449,BUY,0.005429716378455199,low,high,medium,low,high,2
trend=low|volume=medium|volatility=low|recent_return=high|sec_ai=medium|lots=1,0.06508200910022076,0.07530297916487655,0.06977667988185664,HOLD,0.0055262992830199115,low,medium,low,high,medium,1
trend=low|volume=high|volatility=medium|recent_return=high|sec_ai=high|lots=2,0.07269104275639965,0.07299556955249385,0.07863163652190891,BUY,0.005636066969415057,low,high,medium,high,high,2
trend=low|volume=medium|volatility=medium|recent_return=medium|sec_ai=high|lots=1,0.06378651343895529,0.06330437196591165,0.07453241698744138,BUY,0.010745903548486091,low,medium,medium,medium,high,1
trend=low|volume=medium|volatility=low|recent_return=high|sec_ai=medium|lots=0,0.06245174035553594,0.06249805658348499,0.06289418163878005,BUY,0.00039612505529505737,low,medium,low,high,medium,0
trend=low|volume=medium|volatility=medium|recent_return=low|sec_ai=high|lots=1,0.06376107280631714,0.07609930384955998,0.07436195989612097,HOLD,0.0017373439534390106,low,medium,medium,low,high,1
trend=low|volume=medium|volatility=high|recent_return=medium|sec_ai=high|lots=0,0.07054822389068267,0.07037495892028724,0.0723430063126914,BUY,0.0017947824220087283,low,medium,high,medium,high,0
trend=low|volume=medium|volatility=medium|recent_return=high|sec_ai=high|lots=0,0.0621928956971674,0.06244308009707342,0.06281383638992576,BUY,0.00037075629285233946,low,medium,medium,high,high,0
trend=low|volume=medium|volatility=high|recent_return=medium|sec_ai=high|lots=1,0.07435610185477462,0.07703162278551316,0.07488684700657257,HOLD,0.002144775778940594,low,medium,high,medium,high,1
trend=low|volume=medium|volatility=medium|recent_return=medium|sec_ai=medium|lots=1,0.06719723631040746,0.0769418791896605,0.07437707405738633,HOLD,0.002564805132274167,low,medium,medium,medium,medium,1
trend=low|volume=low|volatility=medium|recent_return=high|sec_ai=high|lots=0,0.06289800047616442,0.06362758971392785,0.06265755296537354,HOLD,0.0007295892377634228,low,low,medium,high,high,0
trend=low|volume=low|volatility=low|recent_return=medium|sec_ai=high|lots=1,0.0609828216934242,0.07421163361900586,0.07565132700292744,BUY,0.0014396933839215809,low,low,low,medium,high,1
trend=low|volume=low|volatility=medium|recent_return=high|sec_ai=high|lots=1,0.06998415462942992,0.074895089791119,0.07149732451169503,HOLD,0.003397765279423967,low,low,medium,high,high,1
trend=low|volume=medium|volatility=low|recent_return=low|sec_ai=high|lots=1,0.06590938341178681,0.07476461708698039,0.07682522711435628,BUY,0.0020606100273758976,low,medium,low,low,high,1
trend=low|volume=medium|volatility=medium|recent_return=medium|sec_ai=high|lots=0,0.062276321646914996,0.06219068667977097,0.06274814059023044,BUY,0.00047181894331544544,low,medium,medium,medium,high,0
trend=low|volume=low|volatility=medium|recent_return=high|sec_ai=high|lots=2,0.07360562776494461,0.07362681086253123,0.06788231836630097,HOLD,2.118309758661341e-05,low,low,medium,high,high,2
trend=low|volume=high|volatility=low|recent_return=high|sec_ai=high|lots=1,0.06297780332478048,0.07511784903418917,0.07389978285996571,HOLD,0.0012180661742234589,low,high,low,high,high,1
trend=low|volume=low|volatility=low|recent_return=low|sec_ai=medium|lots=1,0.06655573047685343,0.0673016241568396,0.07032750623159124,BUY,0.003025882074751643,low,low,low,low,medium,1
trend=low|volume=medium|volatility=low|recent_return=low|sec_ai=high|lots=0,0.060796901454894026,0.06041299736936956,0.06099260505349896,BUY,0.00019570359860493491,low,medium,low,low,high,0
trend=low|volume=low|volatility=medium|recent_return=low|sec_ai=low|lots=3,0.08060661829858831,0.0794982697632317,0.07950738397708608,SELL,0.001099234321502232,low,low,medium,low,low,3
trend=low|volume=low|volatility=medium|recent_return=low|sec_ai=medium|lots=1,0.06853866716940474,0.07854867386863615,0.07641828514836109,HOLD,0.0021303887202750588,low,low,medium,low,medium,1
trend=low|volume=low|volatility=low|recent_return=low|sec_ai=low|lots=2,0.07789937328093201,0.07909517587731926,0.08327688560514301,BUY,0.004181709727823751,low,low,low,low,low,2
trend=low|volume=high|volatility=low|recent_return=low|sec_ai=high|lots=1,0.06177681577468535,0.07439956793513097,0.06908237687339364,HOLD,0.005317191061737336,low,high,low,low,high,1
trend=low|volume=high|volatility=low|recent_return=medium|sec_ai=high|lots=1,0.06296190299871936,0.07781383516885046,0.07045114727136799,HOLD,0.00736268789748247,low,high,low,medium,high,1
trend=low|volume=low|volatility=low|recent_return=low|sec_ai=medium|lots=3,0.07199557424000376,0.07978578769458568,0.07109521250408884,HOLD,0.007790213454581918,low,low,low,low,medium,3
trend=low|volume=low|volatility=low|recent_return=low|sec_ai=high|lots=0,0.060880148554120876,0.060824428117504825,0.060791470534250165,SELL,5.572043661605103e-05,low,low,low,low,high,0
trend=low|volume=low|volatility=low|recent_return=medium|sec_ai=medium|lots=3,0.07072755714382502,0.0734978479109221,0.07124516660608173,HOLD,0.0022526813048403815,low,low,low,medium,medium,3
trend=low|volume=medium|volatility=medium|recent_return=high|sec_ai=medium|lots=3,0.07606998145594839,0.07555229499255307,0.07922835047815746,BUY,0.003158369022209076,low,medium,medium,high,medium,3
trend=low|volume=high|volatility=medium|recent_return=high|sec_ai=low|lots=4,0.08169451752865702,0.0846247413222577,0.08058901253131459,HOLD,0.002930223793600681,low,high,medium,high,low,4
trend=low|volume=high|volatility=low|recent_return=medium|sec_ai=medium|lots=3,0.07203068552333446,0.07468917868808252,0.07339043555290561,HOLD,0.0012987431351769024,low,high,low,medium,medium,3
trend=low|volume=low|volatility=medium|recent_return=medium|sec_ai=medium|lots=3,0.0819576991285366,0.07769306447362734,0.07846524612817768,SELL,0.0034924530003589277,low,low,medium,medium,medium,3
trend=low|volume=high|volatility=low|recent_return=low|sec_ai=medium|lots=4,0.07310990570538226,0.07457922845482556,0.07229382159232484,HOLD,0.001469322749443308,low,high,low,low,medium,4
trend=low|volume=high|volatility=high|recent_return=low|sec_ai=high|lots=3,0.07280403015432688,0.07734315359711594,0.07269945287958138,HOLD,0.0045391234427890614,low,high,high,low,high,3
trend=low|volume=high|volatility=high|recent_return=high|sec_ai=high|lots=3,0.06700659456492518,0.0724087392724332,0.07463155567051963,BUY,0.0022228163980864274,low,high,high,high,high,3
trend=low|volume=low|volatility=low|recent_return=high|sec_ai=medium|lots=4,0.051169638634110594,0.07683337061036756,0.06645145897296087,HOLD,0.01038191163740669,low,low,low,high,medium,4
trend=low|volume=high|volatility=high|recent_return=medium|sec_ai=low|lots=4,0.08274739167223503,0.08021828760318798,0.08105775068885315,SELL,0.001689640983381882,low,high,high,medium,low,4
trend=low|volume=medium|volatility=high|recent_return=medium|sec_ai=low|lots=4,0.07946476779653434,0.07918662369716867,0.08011584775679297,BUY,0.0006510799602586215,low,medium,high,medium,low,4
trend=low|volume=high|volatility=medium|recent_return=high|sec_ai=low|lots=3,0.07723310170653734,0.07692757363622117,0.0823985107304542,BUY,0.005165409023916864,low,high,medium,high,low,3
trend=low|volume=low|volatility=low|recent_return=high|sec_ai=low|lots=2,0.07895412840899962,0.08263909186022754,0.07968562260589351,HOLD,0.0029534692543340263,low,low,low,high,low,2
trend=low|volume=medium|volatility=low|recent_return=low|sec_ai=low|lots=4,0.08296094357630697,0.08013920939912125,0.08056216317793741,SELL,0.0023987803983695627,low,medium,low,low,low,4
trend=low|volume=medium|volatility=low|recent_return=low|sec_ai=medium|lots=3,0.0696068575865895,0.07745334179553658,0.06906154082192588,HOLD,0.007846484208947083,low,medium,low,low,medium,3
trend=low|volume=high|volatility=low|recent_return=high|sec_ai=medium|lots=3,0.07221801393210085,0.07441667894755714,0.07097386313722717,HOLD,0.0021986650154562914,low,high,low,high,medium,3
trend=low|volume=high|volatility=medium|recent_return=high|sec_ai=high|lots=4,0.08008322886646269,0.07855294444833996,0.07738800799540722,SELL,0.0015302844181227238,low,high,medium,high,high,4
trend=low|volume=medium|volatility=medium|recent_return=low|sec_ai=high|lots=4,0.07843616743809798,0.07387311869892738,0.07466982671030552,SELL,0.003766340727792458,low,medium,medium,low,high,4
trend=low|volume=medium|volatility=medium|recent_return=high|sec_ai=high|lots=3,0.07607098965122959,0.07631600376893735,0.07985833346546466,BUY,0.003542329696527305,low,medium,medium,high,high,3
trend=low|volume=low|volatility=medium|recent_return=low|sec_ai=high|lots=2,0.07750420878900652,0.07727364545251054,0.07635481686233402,SELL,0.00023056333649597305,low,low,medium,low,high,2
trend=low|volume=medium|volatility=medium|recent_return=low|sec_ai=high|lots=3,0.07397957283766464,0.07287004106658061,0.07490009946554754,BUY,0.0009205266278829033,low,medium,medium,low,high,3
trend=low|volume=low|volatility=medium|recent_return=low|sec_ai=high|lots=3,0.07816622279437906,0.07954447930394772,0.07843569064590011,HOLD,0.001108788658047602,low,low,medium,low,high,3
trend=low|volume=medium|volatility=medium|recent_return=high|sec_ai=high|lots=4,0.07673260033493887,0.07642791909276338,0.07613532418714594,SELL,0.0003046812421754891,low,medium,medium,high,high,4
trend=low|volume=medium|volatility=high|recent_return=low|sec_ai=high|lots=4,0.07253060007570694,0.07072874349367962,0.07641547731553644,BUY,0.0038848772398294984,low,medium,high,low,high,4
trend=low|volume=low|volatility=medium|recent_return=medium|sec_ai=high|lots=4,0.07620128894139981,0.07535996259587632,0.07569687493078968,SELL,0.0005044140106101325,low,low,medium,medium,high,4
trend=low|volume=high|volatility=low|recent_return=low|sec_ai=medium|lots=3,0.07105178813761279,0.07715893857513548,0.0729767883898617,HOLD,0.004182150185273778,low,high,low,low,medium,3
trend=low|volume=high|volatility=medium|recent_return=low|sec_ai=high|lots=4,0.07909719285935787,0.08260137098359031,0.07933626955912108,HOLD,0.00326510142446923,low,high,medium,low,high,4
trend=low|volume=high|volatility=low|recent_return=medium|sec_ai=medium|lots=2,0.06639288525542042,0.0653070418188503,0.07680162860121578,BUY,0.010408743345795363,low,high,low,medium,medium,2
trend=low|volume=high|volatility=low|recent_return=high|sec_ai=medium|lots=2,0.06796811473672493,0.070520473853019,0.07344330548069126,BUY,0.002922831627672262,low,high,low,high,medium,2
trend=low|volume=medium|volatility=medium|recent_return=medium|sec_ai=high|lots=3,0.08345503099079767,0.07519091142008873,0.07296572768062659,SELL,0.008264119570708939,low,medium,medium,medium,high,3
trend=low|volume=high|volatility=medium|recent_return=high|sec_ai=high|lots=3,0.07682357049840785,0.07721746212582573,0.0807033030314205,BUY,0.0034858409055947698,low,high,medium,high,high,3
trend=low|volume=low|volatility=medium|recent_return=medium|sec_ai=high|lots=3,0.07591383220652421,0.07636628075459115,0.07776682616626804,BUY,0.00140054541167689,low,low,medium,medium,high,3
trend=low|volume=low|volatility=low|recent_return=high|sec_ai=medium|lots=1,0.06796985857586392,0.06656488337458823,0.06917619141581274,BUY,0.0012063328399488232,low,low,low,high,medium,1
trend=low|volume=medium|volatility=low|recent_return=high|sec_ai=low|lots=3,0.08166983753246097,0.08439822438391492,0.08203053664371629,HOLD,0.002367687740198632,low,medium,low,high,low,3
trend=low|volume=medium|volatility=medium|recent_return=high|sec_ai=high|lots=2,0.0759658971605108,0.0774584918798501,0.07806049610958012,BUY,0.000602004229730016,low,medium,medium,high,high,2
trend=low|volume=high|volatility=medium|recent_return=high|sec_ai=medium|lots=3,0.08050182049295315,0.0799914273993737,0.082818692113629,BUY,0.002316871620675842,low,high,medium,high,medium,3
trend=low|volume=high|volatility=medium|recent_return=low|sec_ai=medium|lots=3,0.08250867159644022,0.08352105050227322,0.08287035777656424,HOLD,0.0006506927257089873,low,high,medium,low,medium,3
trend=low|volume=medium|volatility=medium|recent_return=high|sec_ai=medium|lots=4,0.07786769008129964,0.05441140425062712,0.05440202617595433,SELL,0.023456285830672517,low,medium,medium,high,medium,4
trend=low|volume=medium|volatility=medium|recent_return=medium|sec_ai=high|lots=4,0.07844815612969906,0.07488761615989122,0.0760308522024548,SELL,0.002417303927244263,low,medium,medium,medium,high,4
trend=low|volume=high|volatility=medium|recent_return=medium|sec_ai=medium|lots=4,0.08276997811349263,0.061164351845251055,0.04162920025088928,SELL,0.02160562626824157,low,high,medium,medium,medium,4
trend=low|volume=low|volatility=medium|recent_return=medium|sec_ai=medium|lots=4,0.07822396142849046,0.04795533283517094,0.04935275181694934,SELL,0.028871209611541118,low,low,medium,medium,medium,4
trend=low|volume=medium|volatility=medium|recent_return=low|sec_ai=medium|lots=4,0.08206580748646962,0.039391650931462324,0.03299154052799979,SELL,0.042674156555007295,low,medium,medium,low,medium,4
trend=low|volume=low|volatility=medium|recent_return=high|sec_ai=medium|lots=3,0.07514956095594062,0.07524972415599934,0.07595574477269658,BUY,0.0007060206166972366,low,low,medium,high,medium,3
trend=low|volume=low|volatility=medium|recent_return=medium|sec_ai=medium|lots=2,0.07715221813305133,0.07819039147146284,0.0765370838277718,HOLD,0.0010381733384115105,low,low,medium,medium,medium,2
trend=low|volume=high|volatility=high|recent_return=low|sec_ai=high|lots=4,0.07455210064594933,0.07232526182759695,0.07453536263221826,SELL,1.6738013731074086e-05,low,high,high,low,high,4
trend=low|volume=medium|volatility=high|recent_return=high|sec_ai=high|lots=4,0.07333853996069753,0.07193775868967726,0.07590064067435061,BUY,0.002562100713653079,low,medium,high,high,high,4
trend=low|volume=high|volatility=high|recent_return=high|sec_ai=high|lots=4,0.07114694485707068,0.07108286204894579,0.07066723775121528,SELL,6.408280812489342e-05,low,high,high,high,high,4
trend=medium|volume=low|volatility=medium|recent_return=high|sec_ai=low|lots=0,0.08223700471001447,0.08228949774946781,0.08510183438424296,BUY,0.0028123366347751477,medium,low,medium,high,low,0
trend=medium|volume=medium|volatility=low|recent_return=low|sec_ai=low|lots=2,0.08224343225512426,0.08116004072531252,0.08900166474907936,BUY,0.006758232493955102,medium,medium,low,low,low,2
trend=medium|volume=low|volatility=low|recent_return=medium|sec_ai=medium|lots=1,0.10340865052454278,0.09731792882383407,0.09630727700970143,SELL,0.006090721700708707,medium,low,low,medium,medium,1
trend=medium|volume=low|volatility=high|recent_return=high|sec_ai=high|lots=3,0.07332065738756138,0.0813116590901158,0.07308357186912962,HOLD,0.007991001702554415,medium,low,high,high,high,3
trend=medium|volume=low|volatility=medium|recent_return=medium|sec_ai=low|lots=0,0.08243218360249685,0.08232707635367935,0.08936866571573271,BUY,0.006936482113235859,medium,low,medium,medium,low,0
trend=medium|volume=low|volatility=low|recent_return=medium|sec_ai=low|lots=2,0.08364421168218567,0.08321078135763212,0.09031334286194447,BUY,0.0066691311797588,medium,low,low,medium,low,2
trend=medium|volume=low|volatility=low|recent_return=low|sec_ai=medium|lots=1,0.10158020491593366,0.10433250704130483,0.10062582134328409,HOLD,0.00275230212537117,medium,low,low,low,medium,1
trend=medium|volume=low|volatility=high|recent_return=low|sec_ai=high|lots=3,0.08066150290354222,0.07813299319478333,0.07787584453103219,SELL,0.002528509708758897,medium,low,high,low,high,3
trend=medium|volume=low|volatility=low|recent_return=low|sec_ai=low|lots=1,0.08550698984749426,0.08585393832049848,0.08548982150935747,HOLD,0.0003469484730042188,medium,low,low,low,low,1
trend=medium|volume=low|volatility=low|recent_return=medium|sec_ai=medium|lots=0,0.10020445318982826,0.09865350686317707,0.10330869766760614,BUY,0.003104244477777879,medium,low,low,medium,medium,0
trend=medium|volume=low|volatility=medium|recent_return=low|sec_ai=low|lots=0,0.08197946446750182,0.08202946850921193,0.08195288242167062,HOLD,5.0004041710113856e-05,medium,low,medium,low,low,0
trend=medium|volume=low|volatility=medium|recent_return=low|sec_ai=low|lots=1,0.08513182205040962,0.08745752742911503,0.09411999449510014,BUY,0.0066624670659851115,medium,low,medium,low,low,1
trend=medium|volume=low|volatility=low|recent_return=medium|sec_ai=low|lots=1,0.08130762331904721,0.07986109081729058,0.0802860346809915,SELL,0.0010215886380557093,medium,low,low,medium,low,1
trend=medium|volume=low|volatility=medium|recent_return=medium|sec_ai=low|lots=1,0.08527932844839212,0.09551226651822786,0.08398016472186574,HOLD,0.010232938069835745,medium,low,medium,medium,low,1
trend=medium|volume=low|volatility=low|recent_return=low|sec_ai=low|lots=0,0.08039898997829303,0.08021491638200766,0.08051886918829643,BUY,0.00011987921000339297,medium,low,low,low,low,0
trend=medium|volume=low|volatility=low|recent_return=low|sec_ai=medium|lots=0,0.10030521264538694,0.10008862917537595,0.10436016231087555,BUY,0.004054949665488611,medium,low,low,low,medium,0
trend=medium|volume=low|volatility=high|recent_return=medium|sec_ai=high|lots=3,0.0821711372923818,0.07968159599059399,0.08023100353570807,SELL,0.0019401337566737342,medium,low,high,medium,high,3
trend=medium|volume=medium|volatility=medium|recent_return=high|sec_ai=low|lots=1,0.08472971166508658,0.09803513830505169,0.084751133187634,HOLD,0.013284005117417688,medium,medium,medium,high,low,1
trend=medium|volume=high|volatility=low|recent_return=high|sec_ai=low|lots=0,0.08026552012398247,0.08155217502836214,0.08037908175982143,HOLD,0.0011730932685407036,medium,high,low,high,low,0
trend=medium|volume=medium|volatility=low|recent_return=medium|sec_ai=medium|lots=1,0.10160501183231042,0.09252542457191691,0.08841303208888614,SELL,0.009079587260393512,medium,medium,low,medium,medium,1
trend=medium|volume=medium|volatility=medium|recent_return=medium|sec_ai=low|lots=0,0.08258419757396758,0.08317589714701529,0.08182725759750302,HOLD,0.0005916995730477076,medium,medium,medium,medium,low,0
trend=medium|volume=low|volatility=high|recent_return=high|sec_ai=high|lots=2,0.0775730394126815,0.07339822957405763,0.0714280303154569,SELL,0.004174809838623866,medium,low,high,high,high,2
trend=medium|volume=medium|volatility=medium|recent_return=low|sec_ai=low|lots=1,0.08075838803329301,0.08340553092763252,0.08048987029820565,HOLD,0.0026471428943395103,medium,medium,medium,low,low,1
trend=medium|volume=high|volatility=low|recent_return=low|sec_ai=low|lots=0,0.07956061866421528,0.08058409843633627,0.07841714484178325,HOLD,0.001023479772120986,medium,high,low,low,low,0
trend=medium|volume=medium|volatility=low|recent_return=medium|sec_ai=low|lots=1,0.07997351065634305,0.07976351303726918,0.07830079801240336,SELL,0.00020999761907386505,medium,medium,low,medium,low,1
trend=medium|volume=medium|volatility=medium|recent_return=medium|sec_ai=low|lots=1,0.08421585905774827,0.08744083275106342,0.08585278903014791,HOLD,0.0015880437209155052,medium,medium,medium,medium,low,1
trend=medium|volume=high|volatility=medium|recent_return=low|sec_ai=low|lots=0,0.0801014750160053,0.08371884568302307,0.08050186147112671,HOLD,0.0032169842118963538,medium,high,medium,low,low,0
trend=medium|volume=high|volatility=high|recent_return=low|sec_ai=high|lots=2,0.0729470963500943,0.07313281074620068,0.07376411909331439,BUY,0.0006313083471137099,medium,high,high,low,high,2
trend=medium|volume=medium|volatility=medium|recent_return=low|sec_ai=low|lots=0,0.0822141233468414,0.08164068535476722,0.07925806387142423,SELL,0.0005734379920741828,medium,medium,medium,low,low,0
trend=medium|volume=high|volatility=medium|recent_return=low|sec_ai=low|lots=1,0.08336410057498067,0.07787242494223298,0.07339165328456032,SELL,0.005491675632747689,medium,high,medium,low,low,1
trend=medium|volume=medium|volatility=high|recent_return=low|sec_ai=high|lots=2,0.07092031694953271,0.07286106087286465,0.07982117441537132,BUY,0.0069601135425066685,medium,medium,high,low,high,2
trend=medium|volume=medium|volatility=low|recent_return=low|sec_ai=low|lots=0,0.0807211535596,0.07965367795669907,0.07885200312845883,SELL,0.001067475602900922,medium,medium,low,low,low,0
trend=medium|volume=high|volatility=low|recent_return=medium|sec_ai=low|lots=0,0.07998801848800821,0.0808745131823878,0.07670529862132687,HOLD,0.0008864946943795832,medium,high,low,medium,low,0
trend=medium|volume=high|volatility=medium|recent_return=high|sec_ai=low|lots=1,0.08790164340213114,0.08446943292776646,0.07986863504110978,SELL,0.0034322104743646775,medium,high,medium,high,low,1
trend=medium|volume=medium|volatility=high|recent_return=high|sec_ai=high|lots=2,0.08201338802245678,0.08091756807036914,0.07992812314986464,SELL,0.0010958199520876427,medium,medium,high,high,high,2
trend=medium|volume=low|volatility=low|recent_return=medium|sec_ai=low|lots=0,0.0814803519683167,0.07987081211577196,0.07849702589734227,SELL,0.0016095398525447363,medium,low,low,medium,low,0
trend=medium|volume=medium|volatility=low|recent_return=medium|sec_ai=low|lots=0,0.08054297864382308,0.08030273997426392,0.08373465409200467,BUY,0.003191675448181594,medium,medium,low,medium,low,0
trend=medium|volume=high|volatility=medium|recent_return=medium|sec_ai=low|lots=0,0.08394667540740983,0.08484295824698336,0.09223614905935536,BUY,0.007393190812371997,medium,high,medium,medium,low,0
trend=medium|volume=high|volatility=high|recent_return=medium|sec_ai=high|lots=1,0.08120733116879991,0.0878615137148243,0.08120129392790061,HOLD,0.006654182546024387,medium,high,high,medium,high,1
trend=medium|volume=low|volatility=medium|recent_return=high|sec_ai=low|lots=2,0.08674997337181453,0.09096750889697791,0.08566732910909752,HOLD,0.0042175355251633795,medium,low,medium,high,low,2
trend=medium|volume=medium|volatility=high|recent_return=high|sec_ai=high|lots=1,0.07744398422117423,0.0801568193008234,0.07698653023489323,HOLD,0.002712835079649173,medium,medium,high,high,high,1
trend=medium|volume=low|volatility=medium|recent_return=medium|sec_ai=low|lots=2,0.09211622287396305,0.09149138749489756,0.10286051175334343,BUY,0.010744288879380379,medium,low,medium,medium,low,2
trend=medium|volume=medium|volatility=low|recent_return=high|sec_ai=low|lots=0,0.08141414575112621,0.08426598199646364,0.07846442322980197,HOLD,0.0028518362453374274,medium,medium,low,high,low,0
trend=medium|volume=low|volatility=high|recent_return=medium|sec_ai=high|lots=1,0.08117123212020337,0.07640531967176974,0.07276960625005854,SELL,0.004765912448433635,medium,low,high,medium,high,1
trend=medium|volume=medium|volatility=medium|recent_return=low|sec_ai=low|lots=2,0.08098885941040163,0.08367592860506547,0.08120161732301591,HOLD,0.002474311282049557,medium,medium,medium,low,low,2
trend=medium|volume=high|volatility=high|recent_return=low|sec_ai=high|lots=1,0.07088246820021255,0.07982797064600908,0.0685916858920644,HOLD,0.008945502445796533,medium,high,high,low,high,1
trend=medium|volume=medium|volatility=low|recent_return=medium|sec_ai=low|lots=2,0.08099083083327659,0.07973822438341252,0.0797197023232225,SELL,0.001252606449864066,medium,medium,low,medium,low,2
trend=medium|volume=medium|volatility=medium|recent_return=high|sec_ai=low|lots=0,0.08298497673532795,0.08149836826469384,0.0736193553405786,SELL,0.0014866084706341154,medium,medium,medium,high,low,0
trend=medium|volume=high|volatility=medium|recent_return=high|sec_ai=low|lots=0,0.08148755773313018,0.08842600963705582,0.08218319075294207,HOLD,0.006242818884113752,medium,high,medium,high,low,0
trend=medium|volume=high|volatility=low|recent_return=low|sec_ai=low|lots=2,0.07938474825837354,0.07782718413262488,0.07672730705859247,SELL,0.0015575641257486589,medium,high,low,low,low,2
trend=medium|volume=medium|volatility=high|recent_return=low|sec_ai=high|lots=1,0.07515393319716966,0.0684951871461444,0.07125194390745639,SELL,0.0039019892897132757,medium,medium,high,low,high,1
trend=medium|volume=high|volatility=low|recent_return=low|sec_ai=low|lots=1,0.0801160502795075,0.07981339595825497,0.07962724113166088,SELL,0.000302654321252524,medium,high,low,low,low,1
trend=medium|volume=medium|volatility=high|recent_return=low|sec_ai=high|lots=0,0.07311967065847316,0.07554515627780115,0.07099782484896085,HOLD,0.002425485619327983,medium,medium,high,low,high,0
trend=medium|volume=high|volatility=high|recent_return=low|sec_ai=high|lots=0,0.0737519249206049,0.07110522069343052,0.07061942388066074,SELL,0.0026467042271743763,medium,high,high,low,high,0
trend=medium|volume=high|volatility=high|recent_return=medium|sec_ai=high|lots=0,0.07409656183778132,0.0732176252532965,0.07365984168218827,SELL,0.0004367201555930539,medium,high,high,medium,high,0
trend=medium|volume=high|volatility=low|recent_return=low|sec_ai=high|lots=0,0.09817492656070807,0.0975686755294426,0.10373563256879989,BUY,0.0055607060080918175,medium,high,low,low,high,0
trend=medium|volume=high|volatility=low|recent_return=high|sec_ai=low|lots=3,0.08231867070262286,0.08281358083492815,0.07980476498333391,HOLD,0.0004949101323052929,medium,high,low,high,low,3
trend=medium|volume=high|volatility=medium|recent_return=high|sec_ai=high|lots=0,0.08917774609440031,0.08861087913302919,0.0959060195631958,BUY,0.006728273468795495,medium,high,medium,high,high,0
trend=medium|volume=high|volatility=high|recent_return=high|sec_ai=high|lots=0,0.07720128791811531,0.07246146708975269,0.07119933913603693,SELL,0.00473982082836262,medium,high,high,high,high,0
trend=medium|volume=medium|volatility=low|recent_return=medium|sec_ai=low|lots=3,0.0769108945677631,0.07677058811782053,0.07722261600637426,BUY,0.0003117214386111622,medium,medium,low,medium,low,3
trend=medium|volume=high|volatility=medium|recent_return=medium|sec_ai=low|lots=1,0.08320853480627231,0.0783912230499979,0.07810936966072174,SELL,0.004817311756274409,medium,high,medium,medium,low,1
trend=medium|volume=medium|volatility=medium|recent_return=high|sec_ai=low|lots=3,0.08910186052636593,0.09510833903719987,0.09027670270247867,HOLD,0.0048316363347211955,medium,medium,medium,high,low,3
trend=medium|volume=medium|volatility=high|recent_return=high|sec_ai=high|lots=0,0.07369634081444487,0.07310719451562547,0.07582513905487205,BUY,0.0021287982404271794,medium,medium,high,high,high,0
trend=medium|volume=medium|volatility=high|recent_return=high|sec_ai=low|lots=0,0.07082318562538532,0.07204551325738001,0.07807238020179016,BUY,0.006026866944410153,medium,medium,high,high,low,0
trend=medium|volume=medium|volatility=medium|recent_return=high|sec_ai=low|lots=2,0.09007692872193324,0.08444362071869997,0.08696271192379285,SELL,0.00311421679814039,medium,medium,medium,high,low,2
trend=medium|volume=medium|volatility=medium|recent_return=high|sec_ai=high|lots=0,0.08737089845895549,0.0865380357521989,0.08628199126586733,SELL,0.0008328627067565875,medium,medium,medium,high,high,0
trend=medium|volume=high|volatility=medium|recent_return=high|sec_ai=low|lots=2,0.08530556406368296,0.09613807455892037,0.0952299728650712,HOLD,0.0009081016938491671,medium,high,medium,high,low,2
trend=medium|volume=medium|volatility=high|recent_return=high|sec_ai=low|lots=1,0.07918063904817402,0.08787161246190045,0.08039006711933995,HOLD,0.0074815453425605,medium,medium,high,high,low,1
trend=medium|volume=medium|volatility=medium|recent_return=low|sec_ai=high|lots=0,0.08740130895856799,0.08758445016324068,0.08316165757041569,HOLD,0.00018314120467269324,medium,medium,medium,low,high,0
trend=medium|volume=medium|volatility=high|recent_return=medium|sec_ai=high|lots=0,0.0754329433779138,0.07297091894768552,0.07275469739612524,SELL,0.0024620244302282768,medium,medium,high,medium,high,0
trend=medium|volume=high|volatility=high|recent_return=high|sec_ai=high|lots=1,0.07041195855556506,0.06747903241363215,0.06291215459557106,SELL,0.0029329261419329122,medium,high,high,high,high,1
trend=medium|volume=high|volatility=high|recent_return=high|sec_ai=low|lots=1,0.07302151681412714,0.0903728512982562,0.055308379184061285,HOLD,0.017351334484129066,medium,high,high,high,low,1
trend=medium|volume=low|volatility=medium|recent_return=high|sec_ai=high|lots=0,0.08754415826424126,0.0857961329678677,0.08496891024906275,SELL,0.0017480252963735649,medium,low,medium,high,high,0
trend=medium|volume=high|volatility=high|recent_return=low|sec_ai=low|lots=0,0.07345863302750322,0.06385213805627388,0.06905316164121666,SELL,0.0044054713862865524,medium,high,high,low,low,0
trend=medium|volume=low|volatility=high|recent_return=low|sec_ai=high|lots=1,0.08381151526307694,0.07877751917560535,0.07875460976047431,SELL,0.0050339960874715844,medium,low,high,low,high,1
